YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.6,17.6,,,16.4,18.9,9530.0,,,,,,Non-Hispanic White,"(40.060210141, -82.404260056)",FV,FV1,Q019,VALUE,39,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.5,14.5,,,13.0,16.1,4132.0,,,,,,Non-Hispanic White,"(35.68094058, -85.774490914)",FV,FV1,Q019,VALUE,47,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.7,13.7,,,11.3,16.4,2451.0,,65 or older,,,,,"(44.353130053, -100.373530637)",FV,FV1,Q019,VALUE,46,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,7.6,7.6,,,3.5,15.6,124.0,,,,,,Asian,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.1,18.1,,,15.9,20.4,6941.0,,65 or older,,,,,"(28.932040377, -81.928960539)",FV,FV1,Q019,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.0,20.0,,,18.0,22.2,2065.0,,,,Male,,,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Gender,Male,GEN,MALE
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(18.220833, -66.590149)",FV,FV1,Q019,VALUE,72,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.4,19.4,,,17.5,21.6,3264.0,,,,Female,,,"(34.520880952, -106.240580985)",FV,FV1,Q019,VALUE,35,Gender,Female,GEN,FEMALE
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.6,17.6,,,15.2,20.3,2312.0,,65 or older,,,,,"(21.304850435, -157.857749403)",FV,FV1,Q019,VALUE,15,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.6,11.6,,,8.9,15.1,541.0,,45 - 54,,,,,"(43.235541343, -108.109830353)",FV,FV1,Q019,VALUE,56,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.0,17.0,,,15.4,18.7,2744.0,,55 - 64,,,,,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.2,14.2,,,10.9,18.3,576.0,,,,,"$35,000 - $49,999",,"(43.235541343, -108.109830353)",FV,FV1,Q019,VALUE,56,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,30.6,30.6,,,22.9,39.5,303.0,,,,,"$25,000 - $34,999",,"(39.49324039, -117.071840564)",FV,FV1,Q019,VALUE,32,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.2,26.2,,,15.8,40.2,60.0,,,,,,Non-Hispanic Black,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,29.7,29.7,,,24.3,35.8,1186.0,,18 - 24,,,,,"(28.932040377, -81.928960539)",FV,FV1,Q019,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.6,24.6,,,17.9,33.0,200.0,,,,,"$35,000 - $49,999",,"(13.444304, 144.793731)",FV,FV1,Q019,VALUE,66,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.7,17.7,,,14.7,21.1,1144.0,,,,,Data not reported,,"(38.635790776, -92.566300053)",FV,FV1,Q019,VALUE,29,Income,Data not reported,INC,INCNR
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.8,26.8,,,14.6,44.0,128.0,,,,,,American Indian/Alaska Native,"(35.466220975, -79.159250463)",FV,FV1,Q019,VALUE,37,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.0,21.0,,,17.9,24.5,808.0,,45 - 54,,,,,"(40.485010283, -88.997710178)",FV,FV1,Q019,VALUE,17,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.8,25.8,,,18.9,34.2,278.0,,,,,,Non-Hispanic Black,"(42.27687047, -72.082690675)",FV,FV1,Q019,VALUE,25,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.2,13.2,,,7.5,22.4,149.0,,,,,,2 or more races,"(37.542680674, -78.457890463)",FV,FV1,Q019,VALUE,51,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.0,21.0,,,19.7,22.5,7137.0,Total,,,,,,"(21.304850435, -157.857749403)",FV,FV1,Q019,VALUE,15,Total,Total,OVR,OVERALL
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.4,20.4,,,17.5,23.7,1015.0,,55 - 64,,,,,"(40.485010283, -88.997710178)",FV,FV1,Q019,VALUE,17,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.9,13.9,,,12.4,15.6,4067.0,,,,,,Non-Hispanic White,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.7,21.7,,,18.5,25.1,872.0,,,,,"$15,000 - $24,999",,"(38.665510202, -80.712640135)",FV,FV1,Q019,VALUE,54,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.3,16.3,,,9.6,26.4,142.0,,,,,,Asian,"(40.793730152, -77.860700294)",FV,FV1,Q019,VALUE,42,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,30.5,30.5,,,28.1,33.1,1980.0,,,,,,Hispanic,"(34.86597028, -111.763811277)",FV,FV1,Q019,VALUE,4,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.2,14.2,,,12.1,16.6,1558.0,,65 or older,,,,,"(43.682630005, -114.363730042)",FV,FV1,Q019,VALUE,16,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,49.6,49.6,,,44.7,54.6,744.0,,,,,Data not reported,,"(18.220833, -66.590149)",FV,FV1,Q019,VALUE,72,Income,Data not reported,INC,INCNR
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,19.6,27.4,801.0,,25 - 34,,,,,"(39.290580964, -76.609260111)",FV,FV1,Q019,VALUE,24,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.7,31.7,,,17.5,50.4,61.0,,,,,,American Indian/Alaska Native,"(31.312660644, -92.445680071)",FV,FV1,Q019,VALUE,22,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.1,21.1,,,17.5,25.3,663.0,,,,,"$15,000 - $24,999",,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.0,18.0,,,17.2,18.9,15286.0,Total,,,,,,"(46.355648736, -94.794200503)",FV,FV1,Q019,VALUE,27,Total,Total,OVR,OVERALL
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.5,12.5,,,9.9,15.8,952.0,,,,,"$75,000 or greater",,"(32.745510099, -89.538030825)",FV,FV1,Q019,VALUE,28,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.3,15.3,,,13.6,17.2,2576.0,,55 - 64,,,,,"(47.522278629, -120.47001079)",FV,FV1,Q019,VALUE,53,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.8,14.8,,,11.3,19.1,387.0,,,,,,Asian,"(47.522278629, -120.47001079)",FV,FV1,Q019,VALUE,53,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.7,11.7,,,9.4,14.5,1259.0,,,,,"$75,000 or greater",,"(34.520880952, -106.240580985)",FV,FV1,Q019,VALUE,35,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.2,14.2,,,12.5,16.1,2855.0,,,,Female,,,"(35.68094058, -85.774490914)",FV,FV1,Q019,VALUE,47,Gender,Female,GEN,FEMALE
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.6,24.6,,,21.2,28.5,1447.0,,,,,Data not reported,,"(41.641040988001, -99.365720623)",FV,FV1,Q019,VALUE,31,Income,Data not reported,INC,INCNR
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,21.2,25.3,3357.0,,,,Male,,,"(21.304850435, -157.857749403)",FV,FV1,Q019,VALUE,15,Gender,Male,GEN,MALE
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.3,24.3,,,21.0,28.0,925.0,,,,,"$15,000 - $24,999",,"(39.360700171, -111.587130635)",FV,FV1,Q019,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,30.0,30.0,,,23.0,38.0,277.0,,,,,"Less than $15,000",,"(39.008830667, -75.577741168)",FV,FV1,Q019,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.9,15.9,,,14.8,17.0,8048.0,,,,Female,,,"(46.355648736, -94.794200503)",FV,FV1,Q019,VALUE,27,Gender,Female,GEN,FEMALE
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.6,24.6,,,19.0,31.1,717.0,,,,,"$25,000 - $34,999",,"(40.130570048, -74.273691288)",FV,FV1,Q019,VALUE,34,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(45.254228894001, -68.985031336)",FV,FV1,Q019,VALUE,23,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.0,14.0,,,12.2,16.2,1900.0,,55 - 64,,,,,"(37.542680674, -78.457890463)",FV,FV1,Q019,VALUE,51,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,10.9,10.9,,,8.6,13.8,1066.0,,,,,"$75,000 or greater",,"(38.665510202, -80.712640135)",FV,FV1,Q019,VALUE,54,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.8,16.8,,,15.0,18.7,2279.0,,65 or older,,,,,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,2.2,2.2,,,0.9,5.4,99.0,,,,,,Other,"(28.932040377, -81.928960539)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(46.355648736, -94.794200503)",FV,FV1,Q019,VALUE,27,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(42.469400913, -93.816490556)",FV,FV1,Q019,VALUE,19,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.7,15.7,,,8.1,28.3,74.0,,,,,,American Indian/Alaska Native,"(32.840571122, -86.631860762)",FV,FV1,Q019,VALUE,1,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,30.6,30.6,,,25.5,36.3,438.0,,,,,"Less than $15,000",,"(38.843840757, -106.133610921)",FV,FV1,Q019,VALUE,8,Income,"Less than $15,000",INC,INCLESS15
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.8,19.8,,,18.4,21.2,6448.0,Total,,,,,,"(47.475319779, -100.118421049)",FV,FV1,Q019,VALUE,38,Total,Total,OVR,OVERALL
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,28.7,28.7,,,22.5,36.0,270.0,,,,,,Hispanic,"(43.682630005, -114.363730042)",FV,FV1,Q019,VALUE,16,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.3,18.3,,,13.0,25.1,259.0,,18 - 24,,,,,"(43.625381239, -72.517640791)",FV,FV1,Q019,VALUE,50,Age (years),18 - 24,AGEYR,AGEYR1824
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.2,31.2,,,25.3,37.7,405.0,,,Less than high school,,,,"(35.466220975, -79.159250463)",FV,FV1,Q019,VALUE,37,Education,Less than high school,EDU,EDUHS
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.8,14.8,,,10.1,21.2,216.0,,,,,,2 or more races,"(44.661319543001, -84.71439027)",FV,FV1,Q019,VALUE,26,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.3,22.3,,,19.0,26.0,1037.0,,55 - 64,,,,,"(32.745510099, -89.538030825)",FV,FV1,Q019,VALUE,28,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.4,16.4,,,14.3,18.8,1975.0,,,Some college or technical school,,,,"(38.635790776, -92.566300053)",FV,FV1,Q019,VALUE,29,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.7,20.7,,,14.6,28.6,192.0,,,,,,2 or more races,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.8,20.8,,,17.5,24.4,4135.0,,65 or older,,,,,"(31.827240407, -99.426770206)",FV,FV1,Q019,VALUE,48,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.5,22.5,,,19.5,25.9,1357.0,,,,,,Non-Hispanic Black,"(37.542680674, -78.457890463)",FV,FV1,Q019,VALUE,51,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.6,14.6,,,11.7,18.1,707.0,,,,,"$35,000 - $49,999",,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(35.68094058, -85.774490914)",FV,FV1,Q019,VALUE,47,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.6,15.6,,,10.6,22.5,594.0,,,,,"$35,000 - $49,999",,"(34.748650124, -92.274490743)",FV,FV1,Q019,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.5,19.5,,,16.5,22.8,1469.0,,,,,"$35,000 - $49,999",,"(40.060210141, -82.404260056)",FV,FV1,Q019,VALUE,39,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.520880952, -106.240580985)",FV,FV1,Q019,VALUE,35,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.7,17.7,,,9.7,30.2,127.0,,,,,,2 or more races,"(42.27687047, -72.082690675)",FV,FV1,Q019,VALUE,25,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.5,16.5,,,12.5,21.4,580.0,,,,,,American Indian/Alaska Native,"(34.520880952, -106.240580985)",FV,FV1,Q019,VALUE,35,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.1,22.1,,,19.9,24.4,3467.0,Total,,,,,,"(39.49324039, -117.071840564)",FV,FV1,Q019,VALUE,32,Total,Total,OVR,OVERALL
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.3,12.3,,,11.4,13.3,7552.0,,,College graduate,,,,"(38.3477403, -98.200781227)",FV,FV1,Q019,VALUE,20,Education,College graduate,EDU,EDUCOGRAD
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.8,16.8,,,13.6,20.6,994.0,,45 - 54,,,,,"(42.27687047, -72.082690675)",FV,FV1,Q019,VALUE,25,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.0,17.0,,,13.8,20.7,680.0,,35 - 44,,,,,"(32.840571122, -86.631860762)",FV,FV1,Q019,VALUE,1,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.3,19.3,,,17.2,21.7,4584.0,Total,,,,,,"(34.748650124, -92.274490743)",FV,FV1,Q019,VALUE,5,Total,Total,OVR,OVERALL
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.3,19.3,,,17.4,21.4,2503.0,,,High school graduate,,,,"(47.522278629, -120.47001079)",FV,FV1,Q019,VALUE,53,Education,High school graduate,EDU,EDUHSGRAD
