YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.9,23.9,,,20.1,28.1,712.0,,,,Female,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Gender,Female,GEN,FEMALE
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.5,33.5,,,29.2,38.0,662.0,,35 - 44,,,,,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.7,28.7,,,25.8,31.9,1323.0,,35 - 44,,,,,"(42.827001032, -75.543970427)",PA,PA1,Q046,VALUE,36,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.4,26.4,,,19.6,34.5,327.0,,,,,"$15,000 - $24,999",,"(42.27687047, -72.082690675)",PA,PA1,Q046,VALUE,25,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.7,24.7,,,21.1,28.7,930.0,,,,,"$25,000 - $34,999",,"(44.661319543001, -84.71439027)",PA,PA1,Q046,VALUE,26,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.4,32.4,,,25.4,40.3,847.0,,,,,,Non-Hispanic Black,"(37.645970271, -84.774971048)",PA,PA1,Q046,VALUE,21,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.6,33.6,,,29.6,37.9,650.0,,35 - 44,,,,,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.5,31.5,,,27.2,36.1,744.0,,,,,,Non-Hispanic Black,"(38.3477403, -98.200781227)",PA,PA1,Q046,VALUE,20,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.5,28.5,,,21.0,37.3,327.0,,,,,"$35,000 - $49,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q046,VALUE,2,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.9,28.9,,,27.7,30.2,8214.0,,,,,,Non-Hispanic White,"(44.661319543001, -84.71439027)",PA,PA1,Q046,VALUE,26,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,40.1,40.1,,,37.0,43.2,1375.0,,,,,"$75,000 or greater",,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.9,37.9,,,35.7,40.1,2438.0,,,College graduate,,,,"(42.469400913, -93.816490556)",PA,PA1,Q046,VALUE,19,Education,College graduate,EDU,EDUCOGRAD
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,19.4,19.4,,,15.1,24.5,429.0,,,Less than high school,,,,"(39.360700171, -111.587130635)",PA,PA1,Q046,VALUE,49,Education,Less than high school,EDU,EDUHS
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.0,22.0,,,19.0,25.5,1148.0,,,,,"Less than $15,000",,"(38.3477403, -98.200781227)",PA,PA1,Q046,VALUE,20,Income,"Less than $15,000",INC,INCLESS15
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,38.3,38.3,,,35.2,41.5,1301.0,,25 - 34,,,,,"(47.522278629, -120.47001079)",PA,PA1,Q046,VALUE,53,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,39.1,39.1,,,32.2,46.5,420.0,,,,,"$50,000 - $74,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q046,VALUE,2,Income,"$50,000 - $74,999",INC,INC5075
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.0,26.0,,,25.5,26.6,106597.0,,,High school graduate,,,,,PA,PA1,Q046,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.5,30.5,,,28.8,32.2,3933.0,,,,,,Non-Hispanic White,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(42.469400913, -93.816490556)",PA,PA1,Q046,VALUE,19,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.1,24.1,,,22.5,25.8,4633.0,,,,,,Non-Hispanic White,"(35.472031356, -97.521070214)",PA,PA1,Q046,VALUE,40,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,45.9,45.9,,,40.7,51.2,539.0,,18 - 24,,,,,"(40.060210141, -82.404260056)",PA,PA1,Q046,VALUE,39,Age (years),18 - 24,AGEYR,AGEYR1824
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.4,24.4,,,22.6,26.2,4165.0,,,,,,Non-Hispanic White,"(32.840571122, -86.631860762)",PA,PA1,Q046,VALUE,1,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.1,34.1,,,28.3,40.3,633.0,,25 - 34,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.5,23.5,,,17.2,31.2,296.0,,,,,,Hispanic,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.3,26.3,,,24.4,28.3,3693.0,,,High school graduate,,,,"(46.355648736, -94.794200503)",PA,PA1,Q046,VALUE,27,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.5,31.5,,,27.3,36.1,630.0,,35 - 44,,,,,"(32.839681093, -83.627580346)",PA,PA1,Q046,VALUE,13,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.9,32.9,,,29.6,36.4,1344.0,,,,,,Non-Hispanic Black,"(32.839681093, -83.627580346)",PA,PA1,Q046,VALUE,13,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.7,26.7,,,18.2,37.3,556.0,,,,,"Less than $15,000",,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Income,"Less than $15,000",INC,INCLESS15
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.8,32.8,,,29.1,36.7,1037.0,,35 - 44,,,,,"(37.542680674, -78.457890463)",PA,PA1,Q046,VALUE,51,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.6,31.6,,,28.9,34.5,1302.0,,45 - 54,,,,,"(38.843840757, -106.133610921)",PA,PA1,Q046,VALUE,8,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.6,29.6,,,25.6,33.8,751.0,,,,,Data not reported,,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Income,Data not reported,INC,INCNR
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,15.9,15.9,,,12.3,20.4,715.0,,,Less than high school,,,,"(37.645970271, -84.774971048)",PA,PA1,Q046,VALUE,21,Education,Less than high school,EDU,EDUHS
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.8,27.8,,,22.9,33.2,1033.0,,,,,"$50,000 - $74,999",,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(40.485010283, -88.997710178)",PA,PA1,Q046,VALUE,17,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.4,27.4,,,22.5,33.0,520.0,,45 - 54,,,,,"(39.49324039, -117.071840564)",PA,PA1,Q046,VALUE,32,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.5,17.5,,,14.1,21.6,1049.0,,,Less than high school,,,,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Education,Less than high school,EDU,EDUHS
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.2,31.2,,,29.4,33.1,6358.0,Total,,,,,,"(42.27687047, -72.082690675)",PA,PA1,Q046,VALUE,25,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.8,22.8,,,19.9,25.9,1615.0,,,High school graduate,,,,"(35.68094058, -85.774490914)",PA,PA1,Q046,VALUE,47,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,24.6,26.2,54919.0,,,,,"$15,000 - $24,999",,,PA,PA1,Q046,VALUE,59,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,18.4,18.4,,,16.1,20.9,1780.0,,65 or older,,,,,"(32.745510099, -89.538030825)",PA,PA1,Q046,VALUE,28,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.2,33.2,,,28.0,38.9,732.0,,,,,Data not reported,,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Income,Data not reported,INC,INCNR
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.2,33.2,,,23.0,45.3,92.0,,,,,,Asian,"(39.360700171, -111.587130635)",PA,PA1,Q046,VALUE,49,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.2,23.2,,,19.7,27.1,1094.0,,,,,"$15,000 - $24,999",,"(38.635790776, -92.566300053)",PA,PA1,Q046,VALUE,29,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,22.3,28.7,1578.0,,,High school graduate,,,,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36.1,36.1,,,20.9,54.7,96.0,,,,,,2 or more races,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.0,22.0,,,11.8,37.4,76.0,,,,,,Hispanic,"(34.748650124, -92.274490743)",PA,PA1,Q046,VALUE,5,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.3,34.3,,,29.9,39.0,2156.0,,35 - 44,,,,,"(28.932040377, -81.928960539)",PA,PA1,Q046,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.5,32.5,,,30.6,34.5,4502.0,Total,,,,,,"(43.682630005, -114.363730042)",PA,PA1,Q046,VALUE,16,Total,Total,OVR,OVERALL
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,39.9,39.9,,,23.9,58.4,76.0,,,,,,2 or more races,"(32.745510099, -89.538030825)",PA,PA1,Q046,VALUE,28,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,15.7,15.7,,,13.0,18.9,929.0,,,Less than high school,,,,"(42.827001032, -75.543970427)",PA,PA1,Q046,VALUE,36,Education,Less than high school,EDU,EDUHS
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.1,25.1,,,21.4,29.3,664.0,,35 - 44,,,,,"(35.472031356, -97.521070214)",PA,PA1,Q046,VALUE,40,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,14.7,14.7,,,11.3,18.9,590.0,,,Less than high school,,,,"(32.839681093, -83.627580346)",PA,PA1,Q046,VALUE,13,Education,Less than high school,EDU,EDUHS
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.4,26.4,,,19.3,35.0,391.0,,,,,"Less than $15,000",,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Income,"Less than $15,000",INC,INCLESS15
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,40.9,40.9,,,33.0,49.1,276.0,,25 - 34,,,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.2,32.2,,,26.1,38.9,323.0,,25 - 34,,,,,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,19.5,19.5,,,14.8,25.3,461.0,,,Less than high school,,,,"(35.466220975, -79.159250463)",PA,PA1,Q046,VALUE,37,Education,Less than high school,EDU,EDUHS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.1,37.1,,,36.2,37.9,36389.0,,25 - 34,,,,,,PA,PA1,Q046,VALUE,59,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.7,22.7,,,17.6,28.7,408.0,,,,,"Less than $15,000",,"(35.466220975, -79.159250463)",PA,PA1,Q046,VALUE,37,Income,"Less than $15,000",INC,INCLESS15
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.641040988001, -99.365720623)",PA,PA1,Q046,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.6,28.6,,,26.2,31.1,2828.0,,,,Female,,,"(44.393191174, -89.816370742)",PA,PA1,Q046,VALUE,55,Gender,Female,GEN,FEMALE
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.2,22.2,,,13.1,35.0,90.0,,,,,,Other,"(38.890371385, -77.031961127)",PA,PA1,Q046,VALUE,11,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.3,34.3,,,32.0,36.7,2362.0,,,Some college or technical school,,,,"(38.843840757, -106.133610921)",PA,PA1,Q046,VALUE,8,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.7,25.7,,,20.9,31.0,582.0,,,,,"$25,000 - $34,999",,"(35.472031356, -97.521070214)",PA,PA1,Q046,VALUE,40,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.1,24.1,,,20.7,27.9,1343.0,,55 - 64,,,,,"(42.27687047, -72.082690675)",PA,PA1,Q046,VALUE,25,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.9,17.9,,,13.9,22.8,469.0,,,Less than high school,,,,"(44.661319543001, -84.71439027)",PA,PA1,Q046,VALUE,26,Education,Less than high school,EDU,EDUHS
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.6,21.6,,,18.8,24.6,3059.0,,,,Female,,,"(34.748650124, -92.274490743)",PA,PA1,Q046,VALUE,5,Gender,Female,GEN,FEMALE
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.7,25.7,,,22.2,29.6,1233.0,,,,,Data not reported,,"(38.635790776, -92.566300053)",PA,PA1,Q046,VALUE,29,Income,Data not reported,INC,INCNR
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,38.6,38.6,,,35.5,41.9,1668.0,,,College graduate,,,,"(35.68094058, -85.774490914)",PA,PA1,Q046,VALUE,47,Education,College graduate,EDU,EDUCOGRAD
2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(18.335765, -64.896335)",PA,PA1,Q046,VALUE,78,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.0,32.0,,,28.6,35.6,1159.0,,35 - 44,,,,,"(39.290580964, -76.609260111)",PA,PA1,Q046,VALUE,24,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.9,24.9,,,23.2,26.6,6632.0,,,,Female,,,"(40.060210141, -82.404260056)",PA,PA1,Q046,VALUE,39,Gender,Female,GEN,FEMALE
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.3,31.3,,,28.8,33.9,2559.0,,,Some college or technical school,,,,"(42.827001032, -75.543970427)",PA,PA1,Q046,VALUE,36,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.8,37.8,,,35.0,40.6,5928.0,,,College graduate,,,,"(28.932040377, -81.928960539)",PA,PA1,Q046,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.7,27.7,,,24.9,30.8,2069.0,,,High school graduate,,,,"(37.542680674, -78.457890463)",PA,PA1,Q046,VALUE,51,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.235541343, -108.109830353)",PA,PA1,Q046,VALUE,56,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.6,33.6,,,24.8,43.6,136.0,,,,,,Asian,"(38.843840757, -106.133610921)",PA,PA1,Q046,VALUE,8,Race/Ethnicity,Asian,RACE,RACEASN
